episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_violation_rate,lyap_in_ball_rate,lyap_mean_dV,lyap_worst_slack,lyap_v_rmse,grad_norm_control,grad_norm_aux,lr_scale,certifiable_frac,cert_violation,cert_mean_dV,cert_mean_V,cert_worst_slack,cert_in_ball_rate,cert_certifiable_frac,cert_alpha_q05,cert_alpha_q25,cert_alpha_q50,cert_alpha_used,cert_alpha_next,cert_alpha_nonpos_frac,cert_nstep,cert_n_samples,v_critic_violation,v_critic_mean,v_critic_min,v_agreement,v_critic_alpha_q05,v_critic_alpha_q25,v_critic_alpha_q50,v_critic_alpha_nonpos_frac,v_critic_violation_direct,v_critic_nonpos_direct,v_bellman_delta_mean,v_bellman_delta_std,v_bellman_delta_q95,softplus_beta,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha,lag_lambda,lag_j_c,lag_violation,lag_frozen,lag_cost_scale,attn_entropy,critic_ev,critic_rmse_norm,critic_rmse_abs,returns_std,returns_mean,xv_true_corr,xv_true_rank,xv_true_flat_frac,ood_v_min,ood_v_mean,ood_nonneg_frac,ood_monotone_frac,ood_slope_corr,ood_range
8,32,32,0.0,-0.008131562208291143,307.3117504119873,,,,,,,,,6.714458853006363,0.0,0.15338655819462058,,0.38867293018847704,-0.19665116537362337,0.2978739715181291,0.5002396600320935,0.22281212359666824,0.7914062514901161,-0.0004177008913757163,0.006237383000552654,0.01798162702471018,0.010000000000000009,0.009500000000000008,0.06293870543595403,150.0,88.625,,,,,,,,,,,,,,,,,,0.005001982110115932,0.05734112102072686,0.10542921582236886,0.00016257286515042324,0.009329396183602512,0.9554904208518595,0.10000000149011612,4.929168703218338,3.6791687032183384,1.0,57.00889205932617,nan,-0.0009927749633789062,1.00053071975708,18.48568344116211,18.47587776184082,-0.2421124279499054,0.12711088359355927,0.1543656438589096,0.107421875,-0.2763969302177429,0.09586914628744125,0.776171863079071,0.39453125,0.03872651606798172,0.03463931381702423
16,32,32,0.0,-0.0055970560206333175,225.69907522201538,,,,,,,,,6.677338391542435,0.0,0.2089034554907166,,0.5065719168633223,-0.17003852780908346,0.3087364695966244,0.47473867516964674,0.13133940286934376,0.8774266615509987,-0.002298648090857114,0.004101384896785021,0.00926283374428749,0.009500000000000008,0.00834954587255172,0.07200241199461743,150.0,122.875,,,,,,,,,,,,,,,,,,0.0042588209980749525,0.045762803754769266,0.10550119844265282,0.0005525704327737913,0.01283708304981701,0.9112981609143739,0.10000000149011612,5.114090944252227,3.8640909442522267,1.0,57.04302917480469,nan,0.1413516402244568,0.9424885511398315,16.24777603149414,17.239229202270508,4.104022026062012,0.37075090408325195,0.35351213812828064,0.083984375,-3.2302496433258057,-1.1422563791275024,0.26640626788139343,0.0980902761220932,-0.016295690089464188,0.1055845245718956
24,24,24,0.0,-0.003571015742030189,197.0327580769857,,,,,,,,,6.67128723859787,0.0,0.24955356530223669,,0.45605451613664627,-0.15728031502415737,0.3511878475546837,0.45685583477218944,0.09924139579137166,0.8440472185611725,-0.0014875531196594238,0.000409806768099467,0.011108171194791794,0.008349545872551718,0.007932068578924133,0.24770904270311198,150.0,77.66666666666667,,,,,,,,,,,,,,,,,,0.0029905125168928257,0.027464051420489948,0.1055802737052242,0.000980716436364067,0.010931902254621187,0.8802352683450629,0.10000000149011612,5.967315632423048,4.717315632423048,1.0,57.54180588378906,nan,0.2470446228981018,0.8787466287612915,15.078082084655762,17.15862274169922,-2.263178825378418,0.28793931007385254,0.2558548152446747,0.0029296875,-4.563197135925293,-0.1949971616268158,0.50390625,0.1085069477558136,-0.027310127392411232,0.21508648991584778
27,28,28,0.0,0.0021305756111230168,299.4776014600481,,,,,,,,,10.262131989002228,0.0,0.2924699807071516,,0.15662581819508756,-0.2635218255953597,0.3383905706328473,0.34914294413673425,0.35689174064568113,0.9505580386945179,0.004935917868611536,0.012674483869756972,0.022416115871497562,0.007932068578924138,0.008024484404578482,0.015226455571662103,150.0,96.71428571428571,,,,,,,,,,,,,,,,,,0.003139874951947214,0.026869419696075574,0.10566591152123042,0.001444018940674141,0.011569683805906348,0.8485812190175179,0.10000000149011612,3.2810609249100757,2.0310609249100757,1.0,57.520311546264644,nan,0.1894201636314392,0.987006664276123,18.799118041992188,19.04659652709961,9.865375518798828,0.27530571818351746,0.2984166741371155,0.2978515625,-5.317758083343506,-1.8308836221694946,0.28828126192092896,0.2513020932674408,-0.018855169415473938,0.242620050907135
33,32,32,0.0,0.0023008945790934376,155.09432649612427,,,,,,,,,7.207820497453213,0.0,0.343890839568725,,0.711946152150631,-0.1466403747908771,0.33012670557945967,0.45674132462590933,0.039840955287218094,0.8809674326330423,-0.009243820553820115,0.001826687715947628,0.0057784998789429665,0.008024484404578482,0.007623260184349557,0.1629192833788693,150.0,127.0,,,,,,,,,,,,,,,,,,0.0026223745353490813,0.017942334641702473,0.10577298630960286,0.0020227613240422215,0.01347916727536358,0.8121376222408933,0.10000000149011612,4.789835549148218,3.5398355491482176,1.0,57.75159539979614,nan,0.2679334282875061,0.8674477338790894,14.397891998291016,16.597993850708008,4.246058464050293,0.24670837819576263,0.267890989780426,0.0107421875,-6.802870273590088,-2.376896619796753,0.3207031190395355,0.212673619389534,-0.04147965461015701,0.42699581384658813
39,28,28,0.0,-0.0024081838450261523,195.90915952410018,,,,,,,,,6.181718221732548,0.0,0.3932361488048178,,0.5512906408735684,-0.15844186821154185,0.34327683810676846,0.5159154257604054,0.08656443229743413,0.8696027781282153,-0.01478631594883544,-0.0004936770669051579,0.006024460707392011,0.007623260184349557,0.007242097175132079,0.272572288023574,150.0,134.57142857142858,,,,,,,,,,,,,,,,,,0.0024448097787431572,0.019453745002725294,0.10589689149388246,0.0026917528261297514,0.017141946192298616,0.7786228783646746,0.10000000149011612,5.374235160288862,4.124235160288862,1.0,57.90108055968978,nan,0.4566013813018799,0.7560645937919617,15.164467811584473,20.057106018066406,3.7115590572357178,0.33634740114212036,0.38854238390922546,0.0595703125,-8.302701950073242,-0.8522446751594543,0.47539064288139343,0.5611979365348816,-0.0024534149561077356,0.30457043647766113
45,32,32,0.0,-0.0006873197417007759,183.44784212112427,,,,,,,,,7.690067149698734,0.0,0.4452997402505115,,0.42660955619066954,-0.17409927630797029,0.3820451572537422,0.511829087510705,0.17098644375801086,0.9024629816412926,-0.0015666752915421966,0.0008850507438182831,0.009921045042574406,0.007242097175132079,0.006879992316375475,0.12606804142706096,150.0,113.375,,,,,,,,,,,,,,,,,,0.006640315699769417,0.08622990077128634,0.10603794734925032,0.003452386590652168,0.018893388041760772,0.7447425592203603,0.10000000149011612,3.4362370548119157,2.1862370548119157,1.0,57.93753930517931,nan,0.4564599394798279,0.7722035646438599,15.160066604614258,19.63221549987793,7.855037212371826,0.27735334634780884,0.3958369791507721,0.1064453125,-10.177353858947754,-3.965031385421753,0.3140625059604645,0.2404513955116272,-0.02457490935921669,0.6007686853408813
51,32,32,0.0,0.008919024738133885,166.44801568984985,,,,,,,,,7.029006309807301,0.0,0.49694264407561173,,0.34054935397580266,-0.19229639577679336,0.30980926752090454,0.4337811144068837,0.18773057870566845,0.8918185774236917,-0.01296284044656204,0.004069109912961721,0.016019592992961407,0.006879992316375477,0.006535992700556701,0.1297462300863117,150.0,96.125,,,,,,,,,,,,,,,,,,0.004668865545681911,0.054050021833973005,0.10619574156589806,0.0043020927550969645,0.018414826248772442,0.7125727630240138,0.10000000149011612,5.372962985281384,4.122962985281384,1.0,58.01223175270369,nan,0.5285696983337402,0.6948009133338928,15.27106761932373,21.979055404663086,4.485221862792969,0.4409353733062744,0.5463830828666687,0.09765625,-13.154967308044434,-1.8066227436065674,0.42460939288139343,0.0538194440305233,-0.05822038650512695,1.1476831436157227
58,32,32,0.0,-0.0018933065584860742,152.85341954231262,,,,,,,,,6.706933841109276,0.0,0.550126121905725,,0.1815383373759687,-0.24320636270567775,0.35780389700084925,0.5637464099563658,0.2009977586567402,0.9075653292238712,0.0008623447509990001,0.008546061348170042,0.015821699053049088,0.006535992700556706,0.005980152422008167,0.04462273564422503,150.0,95.0,,,,,,,,,,,,,,,,,,0.005228737358265789,0.06814267672598362,0.10637745866551995,0.0052790676563745365,0.01622928326833062,0.6808725783289734,0.10000000149011612,5.701501479806589,4.451501479806589,1.0,58.3761395102499,nan,0.5332261919975281,0.684442400932312,15.92797565460205,23.27146339416504,7.422026634216309,0.3197500705718994,0.28737497329711914,0.0458984375,-16.77984619140625,-7.270577907562256,0.3031249940395355,0.44921875,-0.004108361434191465,1.0810151100158691
66,32,32,0.0,-0.0004661076236516237,157.96382999420166,,,,,,,,,8.278959259390831,0.0,0.6047863313676144,,0.2938944618217647,-0.18262582458555698,0.305510182864964,0.31297426857054234,0.15368121303617954,0.8794423006474972,-0.010187455324512484,0.004660682287067175,0.012493245303630829,0.005980152422008167,0.0056811448009077585,0.11196375417057425,150.0,101.125,,,,,,,,,,,,,,,,,,0.006843728780950187,0.08751910692080855,0.10657698987051845,0.006349934337777086,0.01866428810171783,0.6497355438121489,0.10000000149011612,4.606834464454879,3.356834464454879,1.0,58.16751700827484,nan,0.6665241718292236,0.5776275396347046,14.981456756591797,25.936189651489258,5.852351188659668,0.3864649832248688,0.4734381437301636,0.103515625,-21.701383590698242,-5.412400722503662,0.4019531309604645,0.2274305522441864,-0.020586075261235237,1.195248007774353
